graph,seed,algorithm,n_layers,rho
gnp,9,L-VQE,0,1.0
gnp,9,L-VQE,1,0.9969295774647887
gnp,9,L-VQE,2,0.9969014084507044
gnp,9,VQE,1,0.3230140845070422
gnp,9,VQE,2,0.9978028169014086
power,0,L-VQE,0,0.5886538461538477
power,0,L-VQE,1,0.58846153846154
power,0,L-VQE,2,0.5872820512820525
power,0,VQE,1,0.9988461538461545
power,0,VQE,2,0.5821538461538464
power,1,L-VQE,0,0.538461538461539
power,1,L-VQE,1,0.7411923076923081
power,1,L-VQE,2,0.8190769230769236
power,1,VQE,1,0.5892692307692311
power,1,VQE,2,0.7372051282051287
power,2,L-VQE,0,0.819461538461539
power,2,L-VQE,1,0.8203974358974366
power,2,L-VQE,2,0.8192820512820519
power,2,VQE,1,0.587666666666667
power,2,VQE,2,0.9948205128205131
power,3,L-VQE,0,0.5877948717948718
power,3,L-VQE,1,0.5875128205128206
power,3,L-VQE,2,0.5885897435897436
power,3,VQE,1,0.8194102564102572
power,3,VQE,2,0.7425769230769236
power,4,L-VQE,0,0.5897435897435913
power,4,L-VQE,1,0.5874615384615395
power,4,L-VQE,2,0.5866282051282059
power,4,VQE,1,0.5891794871794882
power,4,VQE,2,0.994641025641026
power,5,L-VQE,0,0.7420897435897442
power,5,L-VQE,1,0.7412948717948724
power,5,L-VQE,2,0.7419615384615387
power,5,VQE,1,0.9985641025641032
power,5,VQE,2,0.582282051282051
power,6,L-VQE,0,0.8205128205128214
power,6,L-VQE,1,0.819564102564103
power,6,L-VQE,2,0.8195256410256413
power,6,VQE,1,0.5890512820512837
power,6,VQE,2,0.9958333333333339
power,7,L-VQE,0,0.819884615384616
power,7,L-VQE,1,0.8202948717948725
power,7,L-VQE,2,0.8177051282051285
power,7,VQE,1,0.9977564102564107
power,7,VQE,2,0.7393717948717956
power,8,L-VQE,0,0.589666666666668
power,8,L-VQE,1,0.998589743589744
power,8,L-VQE,2,0.5877179487179496
power,8,VQE,1,0.5851794871794878
power,8,VQE,2,0.9945641025641034
power,9,L-VQE,0,0.5380256410256417
power,9,L-VQE,1,0.7422307692307698
power,9,L-VQE,2,0.7431794871794879
power,9,VQE,1,0.5886794871794874
power,9,VQE,2,0.9946538461538463
